POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,SER,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON_1,PBABIP,HRA,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,BatR,wSB,UBR,BsR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,TB,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,POS_1,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Steve Barber,Steve,Barber,Lexington Minutemen,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,5.2,25,23,6,1,0,0,8,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1.21,94,8,6,0,0,0.1,0.1,0.2,5.68,1,1,1,3,2,1,0,0,0,4.76,0.0,1.003,0,0,5.2,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0.0,0.0
SP,Steve Barber,Steve,Barber,Elmdale Druids,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,5.2,21,20,3,0,0,0,3,2,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0.89,98,1,7,0,0,0.1,0.3,0.1,0.28,1,1,1,0,0,0,0,0,0,0.00,0.0,.000,0,0,5.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Steve Barber,Steve,Barber,Midway Defenders PCK,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,10.1,45,42,5,3,0,2,19,6,6,2,0,7,0,0,1,1,0,0,0,0,0,0,1.14,194,14,11,0,0,-0.2,-0.1,-0.1,4.19,1,2,2,3,0,2,1,0,0,1.74,-0.6,.000,0,0,10.1,0,0,0.00,1,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Hayden Birdsong,Hayden,Birdsong,Mississauga Rush,6' 4',215 lbs,R,R,66,San Francisco Giants,SFG,2026,2026,2026Live,-,81710,Bronze,MLB 2026 Live  SP Hayden Birdsong  SF,,0,N,0,31,21,18,7,8,38,21,31,18,7,8,38,21,31,18,7,8,38,57,13,Normal,Spray,Spray,79,78,68,82,77,77,77,68,80,76,81,80,69,85,78,96,81,87,89,-,-,-,-,-,-,-,-,4,FB,96-98,3/4,Normal,53,31,1,1,1,24,29,34,10,30,32,37,61,-,49,-,-,-,25,-,16,61,-,49,-,-,-,25,-,16,15,11,13,19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,5.1,23,22,2,4,0,0,10,4,4,1,0,5,0,0,0,0,0,0,0,0,0,0,1.07,90,7,4,0,0,-0.0,0.2,-0.1,3.44,1,1,1,1,0,1,0,0,0,1.69,0.0,.000,0,0,5.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Kutter Crawford,Kutter,Crawford,Mississauga Rush,6' 1',195 lbs,R,R,64,Boston Red Sox,BOS,2026,2026,2026Live,-,82614,Bronze,MLB 2026 Live  RP Kutter Crawford  BOS,,0,N,0,22,18,32,7,24,27,19,24,34,8,26,29,18,22,32,7,24,27,33,7,Normal,Normal,Normal,70,74,88,90,67,71,75,89,91,68,69,74,87,90,67,79,-,70,70,-,71,77,-,-,-,-,-,5,EX FB,93-95,3/4,Normal,68,42,4,4,3,32,23,52,9,23,14,24,69,-,47,-,13,-,9,-,-,69,-,47,-,13,-,9,-,-,18,17,17,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,6.2,25,24,4,1,0,0,6,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1.04,106,2,14,0,0,0.0,0.2,0.1,2.99,1,1,1,1,1,0,0,0,0,1.35,0.0,.000,0,0,6.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Zach Eflin,Zach,Eflin,Seattle F2P Heroic Bugs,6' 6',220 lbs,R,R,68,Baltimore Orioles,BAL,2026,2026,2026Live,-,82655,Bronze,MLB 2026 Live  SP Zach Eflin  BAL,,0,N,0,33,40,27,2,20,27,40,33,27,2,20,27,40,33,27,2,20,27,50,22,Normal,Normal,Normal,62,72,108,81,68,62,71,109,78,68,62,74,108,84,69,64,67,64,64,70,-,70,-,-,-,-,-,6,FB,93-95,3/4,Normal,62,55,-,-,-,16,24,61,9,-,-,-,53,-,42,-,3,-,-,-,-,53,-,42,-,3,-,-,-,-,13,17,9,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,5.0,22,21,2,2,0,2,14,5,4,0,0,3,0,1,0,1,0,0,0,0,0,0,0.68,90,6,6,0,0,-0.2,-0.2,-0.2,3.97,1,1,1,2,1,1,0,0,0,3.60,0.0,1.003,0,0,5.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Zach Eflin,Zach,Eflin,Taipei Jungle Cats,6' 6',220 lbs,R,R,68,Baltimore Orioles,BAL,2026,2026,2026Live,-,82655,Bronze,MLB 2026 Live  SP Zach Eflin  BAL,,0,N,0,33,40,27,2,20,27,40,33,27,2,20,27,40,33,27,2,20,27,50,22,Normal,Normal,Normal,62,72,108,81,68,62,71,109,78,68,62,74,108,84,69,64,67,64,64,70,-,70,-,-,-,-,-,6,FB,93-95,3/4,Normal,62,55,-,-,-,16,24,61,9,-,-,-,53,-,42,-,3,-,-,-,-,53,-,42,-,3,-,-,-,-,13,17,9,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,1,0,0,0,0,13.2,50,47,3,3,1,1,16,2,2,1,0,17,0,2,0,0,0,0,0,0,0,0,0.85,209,10,14,0,0,0.4,0.6,0.6,1.32,1,2,2,4,1,3,0,0,0,2.63,0.0,1.003,0,0,13.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Bailey Falter,Bailey,Falter,Detroit Sushi Cats,6' 4',205 lbs,R,L,64,Kansas City Royals,KCR,2026,2026,2026Live,-,82388,Bronze,MLB 2026 Live  SP Bailey Falter  KC,,0,N,0,18,17,20,7,14,19,17,18,20,7,14,19,17,18,20,7,14,19,45,12,Normal,Pull,Pull,60,80,79,89,76,62,83,81,93,78,59,79,79,88,75,73,74,68,66,-,-,-,-,-,-,-,-,4,EX FB,92-94,3/4,Normal,65,57,4,4,4,37,10,50,12,35,25,50,61,-,52,-,-,-,31,-,25,61,-,52,-,-,-,31,-,25,15,11,13,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2.1,11,9,1,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0.18,44,3,3,0,0,-0.0,-0.0,0.1,6.74,1,1,0,0,0,0,0,0,0,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jon Garland,Jon,Garland,Detroit Sushi Cats,6' 6',210 lbs,R,R,68,Chicago White Sox,CHW,2005,2005-2014,Leg,-,84032,Bronze,All-Time Legend  SP Jon Garland  CWS  Peak,,0,N,0,37,23,47,47,62,51,34,33,33,33,76,36,19,38,52,52,56,56,32,10,Normal,Spray,Spray,55,76,96,86,71,52,86,90,118,70,57,68,103,60,73,60,70,67,64,65,67,67,-,-,-,-,-,7,NEU,88-90,OTT,Normal,69,57,-,-,-,35,37,38,42,10,8,6,81,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,3.0,16,14,1,1,0,2,11,6,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0.69,73,4,3,0,0,-0.4,-0.3,-0.4,5.52,1,1,1,2,0,2,0,0,0,6.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Tom Glavine,Tom,Glavine,Detroit Sushi Cats,6' 1',190 lbs,L,L,63,Atlanta Braves,ATL,1999,1993-2004,Snap,-,83085,Bronze,Snapshot  SP Tom Glavine  ATL  1999,,0,N,0,18,12,36,3,43,24,14,15,25,6,45,14,12,20,40,3,43,28,83,18,Normal,Normal,Normal,52,82,78,67,90,44,115,98,82,132,54,73,70,62,79,40,66,58,62,74,-,-,-,-,-,-,-,5,NEU,89-91,3/4,Normal,80,92,-,-,-,35,47,39,36,6,2,4,86,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,5,4,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,8.0,28,27,1,1,0,1,7,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1.01,108,8,11,0,0,0.4,0.1,0.4,3.71,1,1,1,2,1,1,0,0,0,2.25,0.0,1.003,0,0,8.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
