POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,SER,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON_1,PBABIP,HRA,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,BatR,wSB,UBR,BsR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,TB,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,POS_1,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Bo Belinsky,Bo,Belinsky,Oak Park Tartans,6' 2',190 lbs,L,L,66,Los Angeles Angels,ANA,1962,1961-1979,RS,-,84262,Bronze,Rookie Sensation  SP Bo Belinsky  LAA  1962,,0,N,0,5,3,3,1,8,2,2,5,2,1,6,1,4,6,4,1,9,3,34,51,Normal,Normal,Normal,86,89,36,95,87,79,89,26,53,108,89,89,39,109,80,78,-,132,-,-,-,-,-,-,77,-,-,3,NEU,87-89,3/4,Normal,63,49,-,-,-,31,20,24,23,3,7,10,59,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,-,5,4,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,4.1,22,18,4,1,0,1,10,4,4,4,0,7,0,0,0,0,0,0,1,0,0,0,0.84,98,2,3,2,0,-0.1,-0.0,-0.1,3.56,1,1,1,0,0,0,0,0,0,0.00,-0.2,.000,2,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Hayden Birdsong,Hayden,Birdsong,Leclerc Monarchs,6' 4',215 lbs,R,R,66,San Francisco Giants,SFG,2026,2026,2026Live,-,81710,Bronze,MLB 2026 Live  SP Hayden Birdsong  SF,,0,N,0,31,21,18,7,8,38,21,31,18,7,8,38,21,31,18,7,8,38,57,13,Normal,Spray,Spray,79,78,68,82,77,77,77,68,80,76,81,80,69,85,78,96,81,87,89,-,-,-,-,-,-,-,-,4,FB,96-98,3/4,Normal,53,31,1,1,1,24,29,34,10,30,32,37,61,-,49,-,-,-,25,-,16,61,-,49,-,-,-,25,-,16,15,11,13,19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,3.2,19,17,3,2,1,0,10,5,5,0,0,3,2,0,0,0,0,0,0,0,0,0,1.08,88,5,3,0,0,-0.1,0.1,-0.2,3.70,1,1,1,0,0,0,0,0,0,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Chris Bosio,Chris,Bosio,Ocean City Crabbers,6' 3',225 lbs,R,R,68,Seattle Mariners,SEA,1993,1993-2004,Snap,-,83166,Bronze,Snapshot  SP Chris Bosio  SEA  1993,,0,N,0,4,1,3,1,3,1,1,4,3,1,3,1,1,4,3,1,3,1,28,9,Normal,Spray,Spray,78,78,65,96,70,67,73,56,90,65,86,83,72,101,75,50,83,-,84,71,112,-,-,-,-,-,-,5,NEU,88-90,3/4,Normal,71,84,-,-,-,28,29,33,44,7,4,8,69,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,5.2,25,24,7,1,0,0,9,3,3,0,0,4,0,0,1,0,0,0,1,0,0,0,1.09,104,10,3,0,0,-0.0,0.2,0.0,4.08,1,1,1,1,0,1,0,0,0,1.59,0.0,.000,0,0,5.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Josh Collmenter,Josh,Collmenter,Raleigh Keilbasas,6' 3',240 lbs,R,R,66,Arizona Diamondbacks,ARI,2011,2005-2014,RS,-,84259,Bronze,Rookie Sensation  SP Josh Collmenter  ARI  2011,,35,N,0,5,2,1,1,3,1,2,5,1,1,3,2,2,5,2,1,4,1,32,54,Normal,Normal,Normal,51,74,102,102,60,40,69,88,107,51,60,78,118,99,68,-,75,78,-,-,-,55,-,-,-,-,-,3,EX FB,87-89,OTT,Normal,63,76,-,-,-,35,20,26,23,3,3,6,65,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,5,4,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,7.2,28,27,1,0,0,3,13,4,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0.75,102,7,11,0,0,-0.2,-0.2,0.0,3.66,1,1,1,1,1,0,0,0,0,1.17,0.1,1.021,0,0,7.2,0,0,0.00,0,0,0,0,1,1,0,0,0,0,0.0,0.0
SP,Darltie Cooper,Darltie,Cooper,The Spacehog,5' 10',185 lbs,R,R,68,Harrisburg Giants,HaGi,1926,1921-1945,NeL,-,84434,Bronze,Negro League Star  SP Darltie Cooper  HaGi  1926,,0,Y,5,45,51,76,76,54,41,52,46,77,79,56,42,51,45,76,76,54,41,40,19,Normal,Normal,Spray,67,81,101,83,80,66,81,101,84,80,67,81,102,83,81,64,76,71,76,-,-,-,-,-,-,-,-,4,NEU,90-92,OTT,Normal,73,60,1,1,1,59,30,45,53,72,59,59,100,-,63,-,33,28,85,62,77,100,-,63,-,33,28,85,62,77,36,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,2,0,0,0,0,20.1,84,79,17,4,0,2,33,7,7,3,0,14,0,0,2,2,0,0,2,0,0,0,1.09,326,20,24,0,1,0.4,0.3,0.5,3.94,1,3,3,7,2,5,0,1,0,3.10,0.5,1.021,1,1,20.1,0,0,0.00,1,1,0,0,1,1,0,0,0,0,0.0,0.0
SP,Darltie Cooper,Darltie,Cooper,Ocean City Crabbers,5' 10',185 lbs,R,R,68,Harrisburg Giants,HaGi,1926,1921-1945,NeL,-,84434,Bronze,Negro League Star  SP Darltie Cooper  HaGi  1926,,0,N,0,40,46,70,70,49,37,47,41,71,72,51,38,46,40,70,70,49,37,40,19,Normal,Normal,Spray,61,74,93,76,73,60,74,93,77,73,61,74,94,76,74,64,76,71,76,-,-,-,-,-,-,-,-,4,NEU,90-92,OTT,Normal,73,60,1,1,1,59,30,45,53,72,59,59,93,-,58,-,30,26,79,57,72,93,-,58,-,30,26,79,57,72,36,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,8.1,29,26,2,0,0,1,6,2,2,2,0,4,1,0,0,0,0,0,2,0,0,0,0.80,111,5,14,0,0,0.1,0.0,0.3,4.35,1,1,1,0,0,0,0,0,0,0.00,0.0,.000,0,0,8.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Larry Corcoran,Larry,Corcoran,Young Cash Register aka Lil Broomstick,5' 3',130 lbs,S,R,68,Chicago White Stockings,CHC,1880,2026,RS,-,84269,Bronze,Rookie Sensation  SP Larry Corcoran  CHC  1880,,0,N,0,67,53,69,13,72,80,55,69,71,14,75,83,53,67,69,13,72,80,8,18,Normal,Normal,Normal,99,78,47,85,75,102,80,48,89,76,98,77,47,82,75,76,127,101,-,-,-,-,-,-,-,-,-,3,NEU,90-92,3/4,Normal,98,60,-,-,-,29,27,38,31,77,58,63,69,-,-,-,-,-,-,66,79,69,-,-,-,-,-,-,66,79,57,93,85,67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,4,0,0,0,0,0,1,4.2,25,22,5,2,0,1,13,7,7,3,0,6,0,0,0,0,0,0,0,1,3,1,0.75,117,4,4,0,0,-0.2,-0.1,-0.5,3.88,1,4,0,0,0,0,0,0,0,0.00,0.0,.000,0,0,4.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Elmer Dessens,Elmer,Dessens,Georgia (Tech) On My Mind,5' 11',200 lbs,R,R,65,Cincinnati Reds,CIN,2000,1993-2004,Snap,-,83117,Bronze,Snapshot  SP Elmer Dessens  CIN  2000,,0,N,0,5,1,4,1,7,2,3,5,2,1,8,1,1,5,5,1,7,3,46,21,Normal,Spray,Spray,49,87,89,71,96,37,96,83,106,92,59,81,95,43,100,56,71,60,56,65,64,63,-,-,-,-,-,7,NEU,89-91,SIDE,Normal,59,86,-,-,-,26,61,36,23,7,6,9,86,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,8,4,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,6.0,24,22,3,1,0,0,5,1,1,2,0,5,0,0,0,1,0,0,0,0,0,0,1.00,95,8,5,0,0,0.2,0.2,0.3,3.97,1,1,1,1,1,0,0,0,0,1.50,0.0,1.021,0,0,6.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Elmer Dessens,Elmer,Dessens,Low Diamond Phillips,5' 11',200 lbs,R,R,65,Cincinnati Reds,CIN,2000,1993-2004,Snap,-,83117,Bronze,Snapshot  SP Elmer Dessens  CIN  2000,,0,N,0,5,1,4,1,7,2,3,5,2,1,8,1,1,5,5,1,7,3,46,21,Normal,Spray,Spray,49,87,89,71,96,37,96,83,106,92,59,81,95,43,100,56,71,60,56,65,64,63,-,-,-,-,-,7,NEU,89-91,SIDE,Normal,59,86,-,-,-,26,61,36,23,7,6,9,86,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,8,4,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,1,1,0,0,0,16.0,72,63,12,3,1,1,25,6,6,7,0,12,0,1,1,5,0,0,1,0,0,0,0.87,314,14,21,0,0,0.1,0.2,0.3,4.64,1,3,3,2,0,2,0,0,0,1.12,0.3,.000,0,0,16.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Carl Fischer,Carl,Fischer,Young Cash Register aka Lil Broomstick,6' 0',180 lbs,R,L,64,Detroit Tigers,DET,1933,1921-1945,Snap,-,83143,Bronze,Snapshot  SP Carl Fischer  DET  1933,,0,N,0,6,2,5,1,7,5,1,7,8,1,4,8,3,6,4,1,9,4,81,46,Normal,Normal,Normal,95,77,53,83,75,111,63,50,40,75,91,82,54,98,75,66,-,90,93,-,-,122,-,-,-,-,-,4,EX FB,88-90,SIDE,Normal,67,33,-,-,-,24,20,22,23,10,8,6,51,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,9,5,6,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,4.0,21,18,4,2,0,0,8,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0.72,104,3,5,1,0,-0.2,0.1,-0.2,4.82,1,1,1,1,0,1,0,0,0,2.25,-0.1,.000,1,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
