POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,SER,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON_1,PBABIP,HRA,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,BatR,wSB,UBR,BsR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,TB,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,POS_1,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Steve Barber,Steve,Barber,Arlington Parking Lots,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,2.0,11,10,3,2,0,0,7,3,3,1,0,2,0,0,0,0,0,0,1,1,2,2,0.32,56,2,1,0,0,0.0,0.0,-0.2,4.36,1,1,0,0,0,0,0,0,0,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Steve Barber,Steve,Barber,Altamonte Ryno's,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,0,1,0,0,0,12.2,61,54,10,5,1,3,35,11,11,5,0,11,0,0,2,0,0,0,2,0,0,0,1.22,252,13,12,0,0,-0.4,-0.1,-0.3,4.26,1,3,3,3,0,3,0,1,0,2.13,0.0,.000,0,0,12.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Steve Barber,Steve,Barber,Lexington Minutemen,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,1,1,0,0,0,9.2,43,39,11,2,0,0,15,5,5,3,0,8,0,0,1,1,0,0,2,0,0,0,0.92,192,8,11,0,0,-0.1,0.3,0.1,4.04,1,2,2,1,0,1,0,0,0,0.93,0.5,.000,0,0,9.2,0,0,0.00,0,0,0,0,0,0,1,1,0,0,0.0,0.0
SP,Steve Barber,Steve,Barber,Gainesville Gentlemen,6' 0',200 lbs,L,L,69,Baltimore Orioles,BAL,1963,1961-1979,Leg,-,84040,Bronze,All-Time Legend  SP Steve Barber  BAL  Peak,,0,N,0,31,46,44,43,65,6,34,22,32,32,71,3,50,33,49,47,64,7,62,25,Normal,Normal,Normal,69,90,65,87,92,70,81,71,60,92,69,93,64,96,92,-,-,100,78,71,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,59,115,-,-,-,34,13,26,30,6,7,1,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,6.1,26,26,6,0,0,2,14,4,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0.59,103,5,9,0,0,-0.2,-0.1,-0.0,3.60,1,1,1,1,1,0,0,0,0,1.42,0.0,1.010,0,0,6.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Bo Belinsky,Bo,Belinsky,Failure At Launch TTC,6' 2',190 lbs,L,L,66,Los Angeles Angels,ANA,1962,1961-1979,RS,-,84262,Bronze,Rookie Sensation  SP Bo Belinsky  LAA  1962,,0,N,0,5,3,3,1,8,2,2,5,2,1,6,1,4,6,4,1,9,3,34,51,Normal,Normal,Normal,86,89,36,95,87,79,89,26,53,108,89,89,39,109,80,78,-,132,-,-,-,-,-,-,77,-,-,3,NEU,87-89,3/4,Normal,63,49,-,-,-,31,20,24,23,3,7,10,59,-,-,-,-,-,-,-,-,59,-,-,-,-,-,-,-,-,5,4,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,1,1,0,0,0,14.0,67,58,13,3,0,2,27,12,12,8,0,14,0,0,1,0,1,0,1,0,0,0,0.93,305,11,16,2,0,-0.6,0.0,-0.3,4.28,1,3,3,4,2,2,0,0,0,2.57,-0.4,1.010,2,0,14.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0.0,0.0
SP,Larry Benton,Larry,Benton,Motley Cruz,5' 11',165 lbs,R,R,64,Cincinnati Reds,CIN,1932,1921-1945,Snap,-,83113,Bronze,Snapshot  SP Larry Benton  CIN  1932,,0,N,0,21,21,34,4,40,22,20,21,36,2,46,22,22,22,34,5,39,22,67,42,Normal,Pull,Pull,38,72,126,76,71,33,67,116,68,67,42,77,134,83,74,42,64,-,-,65,-,-,-,-,-,-,-,3,EX FB,90-92,3/4,Normal,67,83,-,-,-,35,25,30,29,3,10,8,72,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,5,3,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,5.1,23,22,3,2,0,1,11,3,3,1,0,2,0,0,0,2,0,0,0,0,0,0,1.25,104,3,11,0,0,0.0,-0.0,0.0,4.84,1,1,1,4,1,3,0,0,0,6.75,0.1,1.010,0,0,5.1,0,0,0.00,1,1,1,1,0,0,0,0,0,0,0.0,0.0
SP,Chris Bosio,Chris,Bosio,Gainesville Gentlemen,6' 3',225 lbs,R,R,68,Seattle Mariners,SEA,1993,1993-2004,Snap,-,83166,Bronze,Snapshot  SP Chris Bosio  SEA  1993,,0,N,0,4,1,3,1,3,1,1,4,3,1,3,1,1,4,3,1,3,1,28,9,Normal,Spray,Spray,78,78,65,96,70,67,73,56,90,65,86,83,72,101,75,50,83,-,84,71,112,-,-,-,-,-,-,5,NEU,88-90,3/4,Normal,71,84,-,-,-,28,29,33,44,7,4,8,69,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,4.2,20,16,4,1,0,0,6,5,5,2,0,2,0,0,2,1,0,0,1,0,0,0,1.09,88,3,8,0,0,-0.3,0.1,-0.2,5.59,1,1,1,1,0,1,0,0,0,1.93,-0.2,.000,0,0,4.2,0,0,0.00,1,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Dave Boswell,Dave,Boswell,Altamonte Ryno's,6' 3',185 lbs,R,R,67,Minnesota Twins,MIN,1966,1961-1979,Snap,-,83167,Bronze,Snapshot  SP Dave Boswell  MIN  1966,,0,N,0,7,4,12,1,10,6,3,7,15,1,16,6,5,8,12,1,9,7,53,22,Normal,Normal,Normal,100,71,53,102,56,91,62,51,76,56,110,79,56,123,57,84,127,78,-,-,-,-,-,-,-,-,-,3,FB,89-91,3/4,Normal,80,44,-,-,-,29,20,24,23,4,9,7,57,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,14,5,6,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,1,0,0,0,0,11.2,52,46,8,3,0,2,22,7,6,5,0,9,1,0,0,0,0,0,1,0,0,0,1.25,223,7,16,0,0,-0.4,-0.0,-0.0,4.44,1,2,2,0,0,0,0,0,0,0.00,0.0,.000,0,0,11.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Cody Bradford,Cody,Bradford,Beckington Badgers,6' 4',195 lbs,L,L,68,Texas Rangers,TEX,2026,2026,2026Live,-,82211,Bronze,MLB 2026 Live  RP Cody Bradford  TEX,,0,N,0,23,20,20,7,17,26,20,23,20,7,17,26,20,23,20,7,17,26,42,21,Normal,Spray,Spray,65,73,106,83,69,62,71,100,85,65,66,74,108,82,71,75,78,71,69,-,-,71,-,-,-,-,-,5,EX FB,90-92,3/4,Normal,46,69,-,-,1,27,26,44,13,3,3,3,64,-,51,-,-,-,-,-,-,64,-,51,-,-,-,-,-,-,20,16,17,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,5.0,22,19,5,0,0,1,9,2,2,2,0,5,0,0,1,0,0,0,1,0,0,0,0.96,95,2,7,0,0,-0.0,0.0,0.1,3.38,1,1,1,1,1,0,0,0,0,1.80,0.0,1.010,0,0,5.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Lew Burdette,Lew,Burdette,Motley Cruz,6' 2',190 lbs,R,R,60,Milwaukee Braves,ATL,1959,1946-1960,HaH,-,82663,Bronze,Hardware Heroes  SP Lew Burdette  ML1  1959,,0,N,0,30,37,85,3,37,20,51,36,73,6,49,20,33,29,89,3,34,21,53,58,Normal,Normal,Normal,42,64,141,82,56,43,79,119,109,64,41,49,159,59,45,-,59,55,52,55,-,-,-,-,54,55,-,6,NEU,89-91,3/4,Normal,87,93,-,-,-,25,35,30,29,3,2,3,69,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,11,5,6,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,3.2,20,18,5,2,0,1,13,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0.92,60,4,6,0,0,-0.4,-0.1,-0.3,6.86,1,1,1,1,1,0,0,0,0,2.45,0.1,1.010,0,0,3.2,0,0,0.00,0,0,0,0,1,1,0,0,0,0,0.0,0.0
